enunciado;materia;topico_enam;alternativas;alternativa_correta;prova;ano;banca;gabarito;justificativa;fontes_usadas
Miguel, empresário, foi difamado por Carlos, que lhe imputou fato ofensivo à sua reputação, por meio de palavras. Nessa hipótese, o inquérito policial destinado à investigação do referido delito, deverá ser iniciado:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) por requisição do | (B) de ofício pela autoridade policial; | (C) mediante requerimento de Miguel; | (D) por requisição do ministro da Justiça; | (E) por requisição do Ministério Público.";;TJSC;2023;FCC;C;"A alternativa correta é a letra C. De acordo com o Código Penal e o Código de Processo Penal, para crimes contra a honra, como a difamação, o inquérito policial pode ser iniciado mediante requerimento do ofendido. Especificamente, o artigo 5o, § 5o do Código de Processo Penal estabelece que ""nos crimes de ação pública, o inquérito policial será iniciado mediante requisição da autoridade judiciária ou do Ministério Público, ou a requerimento do ofendido ou de quem legalmente o represente."" No caso de Miguel, que foi difamado, ele pode requerer a instauração do inquérito policial para investigar o delito cometido por Carlos. Portanto, a iniciativa do inquérito depende de requerimento de Miguel, justificando a escolha da alternativa C.";Constituição Federal | Súmulas Vinculantes
Em crime de promoção de publicidade enganosa, em razão de não ter sido oferecida a denúncia no prazo legal, a Associação Estadual de Defesa dos Consumidores ajuizou ação penal subsidiária. Contudo, no decorrer do processo, apesar de intimada várias vezes, deixou de promover o andamento do feito, por sessenta dias seguidos, demonstrando inequívoca negligência. Nessa hipótese, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) deverá o Ministério Público retomar a ação como parte principal; | (B) deverá o feito ser extinto sem resolução do mérito, em razão da ocorrência da perempção; | (C) deverá o feito ser extinto sem resolução do mérito, em razão da ilegitimidade da Associação; | (D) deverá o | (E) deverá o feito ser extinto sem resolução do mérito, em razão da decadência do direito de queixa subsidiária.";;TJSC;2023;FCC;A;"A alternativa correta é a letra A. De acordo com a Repercussão Geral no Tema 811, especificamente a tese apresentada, o Ministério Público deve retomar a ação penal como parte principal quando a ação penal privada subsidiária da pública é ajuizada após o decurso do prazo legal e a associação autora deixa de promover o andamento do feito por negligência. Isso ocorre porque, uma vez que o Ministério Público não atuou no prazo legal, a ação penal privada subsidiária é admitida, mas se o querelante (no caso, a associação) demonstra inequívoca negligência, o Ministério Público pode e deve retomar a ação como parte principal. 

Portanto, a negligência da Associação Estadual de Defesa dos Consumidores em promover o andamento do feito leva à retomada da ação pelo Ministério Público, conforme estabelecido no art. 5o, LIX, da Constituição Federal e interpretado pelo Supremo Tribunal Federal no Tema 811.";Constituição Federal | Repercussão Geral
Ofélia, vítima de crime contra a dignidade sexual que a deixou traumatizada, necessitando de tratamento, foi ouvida em juízo e confirmou a ofensa causada por Rafael, o acusado, que respondia ao processo em liberdade. Contudo, Ofélia não se habilitou como assistente de acusação na ação penal. Nesse particular, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) o | (B) o | (C) a ofendida poderá requerer ao | (D) o | (E) a ofendida poderá formular perguntas quando do interrogatório do acusado.;;TJSC;2023;FCC;A;"A alternativa correta é a (E). De acordo com o artigo 201, § 2o do Código de Processo Penal, a ofendida pode formular perguntas diretamente ao acusado durante o seu interrogatório. Este dispositivo assegura que a vítima tenha a oportunidade de esclarecer diretamente com o acusado os fatos que lhe dizem respeito, o que pode ser relevante para a apuração da verdade real nos casos de crimes contra a dignidade sexual. Portanto, mesmo que Ofélia não tenha se habilitado como assistente de acusação, ela ainda possui o direito de formular perguntas ao acusado durante o seu interrogatório, conforme previsto na legislação processual penal.

Artigo 201, § 2o do Código de Processo Penal: ""A ofendida será qualificada e perguntada sobre as circunstâncias da infração, quem seja ou presuma ser o seu autor, as provas que possa indicar, tomando-se por termo as suas declarações. § 2o A ofendida não será reinterrogada, salvo se o requerer. (Redação dada pela Lei no 11.690, de 2008)"" 

Note-se que a alternativa (E) está correta porque se fundamenta no direito da ofendida de participar ativamente do processo, formulando perguntas diretamente ao acusado, conforme previsto no Código de Processo Penal.";Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
O Ministério Público ofereceu denúncia contra Robério em razão da prática do crime de homicídio culposo e requereu a prisão preventiva do acusado, pelo fato de ostentar outras condenações por delitos culposos em sua folha de antecedentes criminais, bem como por não possuir ele residência fixa na comarca. Analisando o pleito ministerial, é correto afirmar que o juiz:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) não poderá decretar a prisão preventiva do acusado, que não é cabível, mas poderá decretar medida cautelar diversa da prisão; | (B) poderá decretar a prisão preventiva do acusado com vistas à garantia da ordem pública evidenciada pelos antecedentes do acusado; | (C) não poderá decretar a prisão preventiva do acusado, que não é cabível, mas poderá substituí-la pela prisão temporária; | (D) poderá decretar a prisão preventiva do acusado para assegurar a aplicação da lei penal, pelo fato de ele não possuir residência fixa na comarca; | (E) poderá decretar a prisão preventiva do acusado por conveniência da instrução criminal, a fim de garantir que as testemunhas possam depor livremente.";;TJSC;2023;FCC;A;"A alternativa correta é a letra A. Conforme o art. 312 do Código de Processo Penal, a prisão preventiva só poderá ser decretada como garantia da ordem pública, da ordem econômica, por conveniência da instrução criminal ou para assegurar a aplicação da lei penal. No caso em questão, a prisão preventiva não se justifica pela garantia da ordem pública ou para assegurar a aplicação da lei penal, uma vez que o crime cometido foi homicídio culposo e as justificativas apresentadas (anteriores condenações por delitos culposos e ausência de residência fixa) não são suficientes para demonstrar risco à ordem pública ou fuga. Além disso, a legislação permite ao juiz decretar medidas cautelares diversas da prisão, que são menos invasivas e adequadas ao caso, conforme o art. 319 do Código de Processo Penal.

Portanto, o juiz não poderá decretar a prisão preventiva do acusado, pois esta não é cabível nas circunstâncias apresentadas, mas poderá decretar medida cautelar diversa da prisão, conforme justifica a alternativa A.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Márcio, com extensa folha de antecedentes criminais, foi denunciado pelo Ministério Público em razão da prática do crime de constituir organização criminosa e de vários crimes de estelionato, tendo sido requerida a sua prisão preventiva. Contudo, não foi encontrado para ser citado, tendo o juiz determinado a sua citação por edital. Após a citação editalícia, Márcio não compareceu em juízo, mas constituiu advogado nos autos. Nessa hipótese, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) serão suspensos o curso do processo e do prazo prescricional, e o | (B) não será suspenso o curso do processo, mas apenas do prazo prescricional, e o | (C) não serão suspensos o curso do processo e do prazo prescricional, e o | (D) será suspenso o curso do processo e interrompido o prazo prescricional, e o | (E) serão interrompidos o curso do processo e do prazo prescricional, e o;;TJSC;2023;FCC;C;"A alternativa correta é a letra C. De acordo com o Código de Processo Penal, especificamente no artigo 366, quando o acusado, citado por edital, não comparecer ao processo e nem constituir advogado, ficarão suspensos o curso do processo e do prazo prescricional. No entanto, no caso em questão, Márcio, apesar de citado por edital, constituiu advogado nos autos. Com a constituição de advogado, o curso do processo não será suspenso e o prazo prescricional também não será suspenso, conforme interpretação do referido artigo e entendimento jurisprudencial.

Portanto, a alternativa C está correta porque, com a constituição de advogado, não se aplicam as disposições que levariam à suspensão do curso do processo e do prazo prescricional.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
O Ministério Público denunciou Fabrício pela prática do crime de furto qualificado pela fraude. Após regular instrução, o juiz, ao prolatar a sentença, sem modificar a descrição do fato contida na denúncia, atribuiu-lhe definição jurídica diversa, entendendo cuidar-se do crime de estelionato, e instou o Ministério Público a manifestar-se sobre o cabimento de suspensão condicional do processo ao acusado. Contudo, o Ministério Público, que não recorreu da sentença, recusou-se a oferecer ao acusado a suspensão condicional do processo, pois insistiu na capitulação originária constante da denúncia. Diante dessa situação, é correto afirmar que o juiz:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) não pode, em razão do princípio acusatório, atribuir ao fato definição jurídica diversa, não podendo instar o Ministério Público a se manifestar sobre a suspensão condicional do processo; | (B) pode atribuir ao fato definição jurídica diversa e, diante da recusa do Ministério Público em propor a suspensão condicional do processo, deverá remeter os autos ao procurador-geral de Justiça; | (C) não pode, em razão do princípio acusatório, atribuir ao fato definição jurídica diversa, mas poderá oferecer de ofício ao acusado a suspensão condicional do processo; | (D) pode atribuir ao fato definição jurídica diversa, e poderá oferecer de ofício ao acusado a suspensão condicional do processo; | (E) não pode, em razão do princípio acusatório, atribuir ao fato definição jurídica diversa, mas, diante da recusa em propor a suspensão condicional do processo, deverá remeter os autos ao procurador-geral de justiça.";;TJSC;2023;FCC;B;A alternativa correta é a letra B. De acordo com o princípio da correlação entre a acusação e a sentença, o juiz pode, ao proferir a sentença, atribuir definição jurídica diversa ao fato descrito na denúncia, desde que não altere os fatos imputados, como ocorreu no caso em questão, onde o crime de furto qualificado pela fraude foi reclassificado como estelionato. Conforme o Código de Processo Penal, na ausência de recurso do Ministério Público contra a sentença, cabe ao juiz, diante da recusa do Ministério Público em oferecer a suspensão condicional do processo, remeter os autos ao procurador-geral de Justiça, para que este avalie a possibilidade de oferecimento da suspensão condicional do processo, conforme art. 28 do CPP. Assim, a alternativa B está correta, pois o juiz pode atribuir nova definição jurídica ao fato e, em caso de recusa do Ministério Público em propor a suspensão condicional do processo, deve remeter os autos ao procurador-geral de Justiça.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Após regular instrução criminal, Jobson foi condenado pelo Tribunal do Júri a uma pena de oito anos de reclusão em regime fechado pela prática do crime de homicídio qualificado tentado contra Hildemar, não tendo este se habilitado como assistente nos autos. O Ministério Público interpôs recurso de apelação em face de todo o conteúdo impugnável da sentença. Diante desse cenário, é correto afirmar que Hildemar:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) não poderá interpor recurso de apelação pelo fato de não ter se habilitado como assistente de acusação durante a instrução; | (B) não poderá recorrer, pois a vítima não tem legitimidade para se opor à soberania dos veredictos do | (C) não poderá recorrer, pois o Ministério Público interpôs recurso de apelação em face de todo o conteúdo impugnável da sentença; | (D) poderá interpor recurso de apelação, mas este somente será conhecido se não for conhecido o recurso do Ministério Público; | (E) poderá interpor recurso de apelação, mas este somente será conhecido caso o Ministério Público desista do recurso que tenha interposto.";;TJSC;2023;FCC;C;A alternativa correta é a letra C. De acordo com o art. 593, inciso II, do Código de Processo Penal (CPP), o recurso de apelação interposto pelo Ministério Público torna desnecessária a interposição de recurso pela vítima, pois o Ministério Público, como parte legítima, já está buscando a revisão da decisão condenatória. Assim, a vítima, Hildemar, não poderá interpor recurso de apelação, pois o recurso do Ministério Público já abrange todo o conteúdo impugnável da sentença. Essa interpretação está alinhada com o princípio da unicidade do recurso no âmbito da ação penal pública, onde a atuação do Ministério Público supre a necessidade de recurso por parte da vítima. Portanto, a alternativa C está correta, pois Hildemar não poderá interpor recurso de apelação, visto que o Ministério Público já o fez abrangendo todo o conteúdo impugnável da sentença.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
Maria praticou crime de lesão corporal leve contra Aline, sendo o caso encaminhado de imediato ao Juizado Especial Criminal. Na audiência preliminar, que ocorreu três meses após o fato, não houve composição civil dos danos, e a ofendida Aline não exerceu o direito de representação verbal. Diante desse cenário, é correto afirmar que o juiz:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) deverá extinguir o feito sem exame do mérito em razão da decadência do direito de representação; | (B) deverá extinguir o feito sem exame do mérito em razão da caracterização do perdão tácito da ofendida; | (C) deverá extinguir o feito sem exame do mérito em razão da renúncia expressa ao direito de representação; | (D) não deverá extinguir o feito, devendo o Ministério Público oferecer acordo de não persecução penal a Maria; | (E) não deverá extinguir o feito, pois a representação poderá ser exercida dentro do prazo de seis meses da data em que Aline soube quem foi o autor do crime.";;TJSC;2023;FCC;E;"A alternativa correta é a letra E. De acordo com o art. 38 do Código de Processo Penal, a representação do ofendido é uma condição de procedibilidade para a ação penal pública condicionada, e deve ser exercida no prazo de seis meses a contar do dia em que o ofendido vier a saber quem é o autor do crime. No caso em questão, a ofendida Aline não exerceu o direito de representação verbal na audiência preliminar, que ocorreu três meses após o fato. Contudo, ainda resta o prazo de três meses para que ela exerça o direito de representação, conforme o prazo legal de seis meses. Portanto, o juiz não deve extinguir o feito, pois a representação ainda pode ser exercida dentro do prazo legal.

Fonte: Art. 38 do Código de Processo Penal.";Constituição Federal | Repercussão Geral
Ronaldo, Roberto, Renato e Rogério são investigados em inquérito policial em razão dos crimes de constituir organização criminosa para a prática de delitos de extorsão, de roubo e de estelionato. Ronaldo, líder da organização, resolve colaborar e inicia tratativas com o Ministério Público. Diante desse cenário, e considerando as normas que regem o acordo de colaboração premiada, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) o | (B) o Ministério Público poderá ter o prazo para oferecimento de denúncia suspenso por até oito meses, prorrogáveis por igual período, interrompendo-se o prazo prescricional; | (C) o | (D) o Ministério Público poderá deixar de oferecer denúncia contra Ronaldo, se a proposta de acordo referir-se à infração de cuja existência não tenha prévio conhecimento; | (E) o";;TJSC;2023;FCC;A;"A alternativa correta é a (D). De acordo com o artigo 4o, § 4o, da Lei no 12.850/2013, que trata das organizações criminosas, o Ministério Público pode deixar de oferecer denúncia contra Ronaldo, caso a proposta de acordo de colaboração premiada se refira a infração de cuja existência não tenha prévio conhecimento. Esta disposição legal visa incentivar a colaboração efetiva e a obtenção de informações novas que contribuam para a investigação e o processo criminal, permitindo que o Ministério Público, ao firmar o acordo, possa optar por não oferecer denúncia contra o colaborador em relação aos crimes dos quais não tinha conhecimento prévio.

Portanto, a alternativa (D) está correta porque o Ministério Público pode, mediante acordo de colaboração premiada, optar por não oferecer denúncia contra Ronaldo se a infração não era de seu prévio conhecimento, conforme previsto na legislação pertinente sobre organizações criminosas.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
Cristiana foi agredida por seu marido Átila, que também a ameaçou, prevalecendo-se este das relações domésticas e de coabitação, tendo causado na ofendida lesões corporais de natureza leve. Em razão disso, foi instaurado inquérito policial, que constatou as agressões e a ameaça. Levando-se em conta esse panorama, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) o | (B) o Ministério Público poderá decretar medida protetiva de urgência, comunicando de imediato ao | (C) o | (D) o Ministério Público poderá propor a Átila acordo de não persecução penal, se este não for reincidente específico; | (E) o";;TJSC;2023;FCC;E;"A alternativa correta é a letra D. De acordo com o Tema 713 de Repercussão Geral, que trata da natureza da ação penal em caso de crime de lesão corporal de natureza leve praticado contra a mulher no âmbito das relações domésticas e familiares, a ação penal é pública incondicionada. Isso significa que não depende de representação da ofendida para que o Ministério Público possa atuar. No entanto, a questão aborda a possibilidade de acordo de não persecução penal, que é cabível se o investigado não for reincidente específico, conforme o art. 28-A do Código de Processo Penal, introduzido pela Lei 13.964/2019. Portanto, o Ministério Público poderá propor a Átila acordo de não persecução penal, desde que ele não seja reincidente específico.

Fundamentação: Tema 713 de Repercussão Geral - ""Os crimes de lesão corporal praticados contra a mulher no âmbito doméstico e familiar são de ação penal pública incondicionada."" Além disso, art. 28-A do Código de Processo Penal.";Constituição Federal | Repercussão Geral
Os presidentes dos Diretórios Nacionais dos Partidos Políticos Alfa, Beta e Gama iniciaram tratativas para a formação de uma federação partidária. No decorrer dessas tratativas, surgiram dúvidas em relação a alguns aspectos. Em uma análise preliminar, alcançaram três conclusões básicas. Os partidos políticos, a seu ver, podem constituir a federação até a data final do período de realização das convenções partidárias, considerando a próxima eleição a ser realizada. Entre as consequências negativas que adviriam para o partido político que se desligasse da federação, antes do período mínimo de permanência exigido, estava a suspensão do funcionamento parlamentar até o fim da respectiva legislatura. Por fim, entendiam que deveriam elaborar um estatuto comum da federação, que definiria as regras para a composição da lista desse ente partidário para as eleições proporcionais. Em razão dos balizamentos estatuídos na Lei Orgânica dos Partidos Políticos, é correto afirmar, em relação às conclusões preliminares, que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) todas estão certas; | (B) somente está errada aquela afeta à data limite para a constituição da federação; | (C) somente está errada aquela afeta à consequência que advirá para o partido político que se desligar da federação; | (D) somente está errada aquela afeta à definição, no estatuto comum, das regras para a elaboração da lista para as eleições proporcionais; | (E) somente estão erradas aquelas afetas à existência de um estatuto comum e à alegada existência de consequências negativas para o partido que se desligar da federação.";;TJSC;2023;FCC;*;"A alternativa correta é a letra (C). De acordo com o § 6o do Art. 17 da Constituição Federal, incluído pela Emenda Constitucional no 111, de 2021, os Deputados Federais, Deputados Estaduais, Deputados Distritais e Vereadores que se desligarem do partido pelo qual foram eleitos perderão o mandato, salvo nos casos de anuência do partido ou de outras hipóteses de justa causa estabelecidas em lei. Além disso, a lei não menciona a suspensão do funcionamento parlamentar até o fim da legislatura como uma consequência para o partido que se desligar da federação. Portanto, a conclusão que menciona essa consequência está incorreta.

Fundamento: Art. 17, § 6o da Constituição Federal.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Dois meses antes do término do exercício financeiro, o presidente da República foi informado de que as dotações orçamentárias direcionadas a custear determinada política pública implementadora de política social não seriam suficientes à realização desse objetivo. Por tal razão, foi editada a Medida Provisória nº X, abrindo crédito adicional destinado à cobertura da referida despesa pública. Irresignado com o teor desse ato normativo, o Partido Político Alfa realizou estudos em relação à sua compatibilidade com a Constituição da República e à sua possível submissão ao controle concentrado de constitucionalidade. Ao fim dos estudos realizados, concluiu-se, corretamente, que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 10. Poder Legislativo;"(A) créditos adicionais, qualquer que seja a sua modalidade, somente podem ser abertos por lei, logo, a Medida Provisória nº X é inconstitucional e pode ser objeto de ação direta de inconstitucionalidade; | (B) a modalidade de crédito adicional indicada na narrativa não pode ser aberta com a edição de medida provisória, logo, o referido ato normativo pode ser objeto de ação direta de inconstitucionalidade; | (C) apesar de a modalidade de crédito adicional indicada na narrativa não poder ser aberta por medida provisória, por se tratar de ato de efeitos concretos, não pode ser objeto de ação direta de inconstitucionalidade; | (D) créditos adicionais, qualquer que seja a sua modalidade, podem ser abertos por medida provisória, o que decorre da relevância e da urgência da medida, logo, o referido ato normativo apresenta higidez constitucional; | (E) a modalidade de crédito adicional indicada na narrativa pode ser aberta com a edição de medida provisória, logo, a deflagração do controle concentrado não culminaria com a declaração de inconstitucionalidade do ato normativo.";;TJSC;2023;FCC;B;"A alternativa correta é a letra B. De acordo com o art. 167, § 3o da Constituição Federal, que trata das exceções à vedação de abertura de crédito suplementar ou especial sem prévia autorização legislativa, não há previsão para que créditos adicionais sejam abertos por medida provisória. O referido artigo estabelece que esses créditos devem ser autorizados por lei, o que torna a Medida Provisória n° X inconstitucional para essa finalidade específica. Portanto, o ato normativo pode ser objeto de ação direta de inconstitucionalidade, conforme a interpretação compatível com a exigência constitucional de que créditos adicionais necessitam de autorização legislativa.

Art. 167. São vedados:
[...]
§ 3o A abertura de crédito suplementar ou especial sem prévia autorização legislativa, ou em desacordo com a autorização concedida, é vedada.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
João, deputado estadual no âmbito da Assembleia Legislativa do Estado Alfa, almejava apresentar projeto de lei direcionado à proteção animal, mas que permitiria expressamente o sacrifício ritual de animais em cultos de religiões de matriz africana. Ao analisar a sistemática estabelecida na Constituição da República, João concluiu, corretamente, que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) compete privativamente à União legislar sobre a matéria, o que seria insuscetível de delegação aos estados; | (B) o Estado Alfa possui competência concorrente com a União para legislar sobre a matéria, além de o projeto resguardar a liberdade religiosa; | (C) apesar de competir privativamente à União legislar sobre a matéria, lei complementar federal poderia delegar essa competência aos estados; | (D) apesar de a União ter competência privativa para legislar sobre caça e fauna, o estado possui competência concorrente para legislar sobre meio ambiente; | (E) o projeto seria incompatível com a Constituição da República, pois a laicidade do Estado pressupõe a sua neutralidade em relação à generalidade das religiões.";;TJSC;2023;FCC;B;A alternativa correta é a letra B. De acordo com a Constituição Federal, especificamente o Art. 24, inciso VI, que trata da competência legislativa concorrente entre União, Estados e Distrito Federal em matéria de proteção ao meio ambiente e controle da poluição, o Estado Alfa possui competência concorrente para legislar sobre a matéria. Além disso, o projeto de lei proposto por João resguarda a liberdade religiosa, conforme o Art. 5o, inciso VI, que assegura a liberdade de consciência e de crença, sendo inviolável a liberdade de crença e garantindo o livre exercício dos cultos religiosos. Portanto, o projeto não só está em conformidade com a competência concorrente, mas também respeita a liberdade religiosa assegurada constitucionalmente.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Em uma gincana jurídica, os grupos participantes foram questionados a respeito da funcionalidade dos denominados “princípios constitucionais sensíveis”, mais especificamente se a sua infringência apresenta características similares na perspectiva da decretação da intervenção nos estados ou nos municípios. O grupo Alfa sustentou que a ação direta interventiva é essencial para a decretação da intervenção em município em razão da não aplicação do mínimo exigido da receita municipal na manutenção e desenvolvimento do ensino. O grupo Beta defendeu que a decretação de intervenção em município, em situações que correspondem à violação aos referidos princípios, reproduzidos inclusive na Constituição Estadual, pode ser provocada ou espontânea. Por fim, o grupo Gama sustentou que a decretação de intervenção em estado, em razão da afronta aos princípios constitucionais sensíveis, sempre se dá na modalidade provocada. Ao final, os jurados concluíram, corretamente, em relação às conclusões dos referidos grupos, que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) todas estão erradas; | (B) apenas a de Beta está certa; | (C) apenas a de Gama está certa; | (D) apenas as de Alfa e Gama estão certas; | (E) apenas as de Beta e Gama estão certas.";;TJSC;2023;FCC;E;"A alternativa correta é a letra E, pois apenas as conclusões dos grupos Beta e Gama estão corretas, conforme o artigo 36 da Constituição Federal. 

O grupo Beta defendeu que a decretação de intervenção em município, em situações que correspondem à violação aos princípios constitucionais sensíveis, pode ser provocada ou espontânea. Isso está correto porque, de acordo com o art. 36 da CF, a intervenção pode ocorrer de forma provocada ou espontânea, dependendo da situação e do princípio violado. Além disso, a Constituição Estadual pode refletir esses princípios e prever modalidades de intervenção similares.

Por sua vez, o grupo Gama afirmou que a decretação de intervenção em estado, em razão da afronta aos princípios constitucionais sensíveis, sempre se dá na modalidade provocada. Isso também está correto, pois o art. 36, III da CF, estabelece que a intervenção federal em estados, especificamente por afronta aos princípios constitucionais sensíveis (art. 34, VII), ocorre mediante representação do Procurador-Geral da República e provimento pelo Supremo Tribunal Federal, caracterizando assim uma intervenção provocada.

Portanto, a alternativa E é a correta, pois ambas as conclusões do grupo Beta e do grupo Gama estão em conformidade com o texto constitucional.";Constituição Federal | Súmulas Vinculantes
Lei Municipal criou quinze cargos em comissão de assessor de gabinete governamental, assessor executivo de secretário municipal, assessor de gabinete de secretário municipal, assessor de gabinete de coordenador municipal e assessor de implementação de políticas públicas, deixando a critério do Poder Executivo disciplinar e fixar as atribuições inerentes aos referidos cargos. O município em questão possui vinte e cinco cargos de provimento efetivo. Diante do exposto e da jurisprudência do STF, a referida norma é:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) constitucional, pois as atribuições dos cargos em comissão devem ser descritas pelo Poder Executivo, em observância ao princípio da separação de poderes; | (B) constitucional, pois a criação dos cargos deve pressupor a necessária relação de confiança entre a autoridade nomeante e o servidor nomeado; | (C) inconstitucional, pois as atribuições dos cargos em comissão devem estar descritas, de forma clara e objetiva, na própria lei que os instituir; | (D) constitucional, pois a criação dos referidos cargos em comissão se justifica para o exercício de funções de direção, chefia e assessoramento, bem como para o desempenho de atividades burocráticas, técnicas ou operacionais; | (E) inconstitucional, pois o número de cargos comissionados criados deve guardar proporcionalidade com a necessidade que eles visam suprir, não havendo relação com o número de servidores ocupantes de cargos efetivos no município.";;TJSC;2023;FCC;C;A alternativa correta é a letra C. De acordo com o entendimento do Supremo Tribunal Federal (STF), é inconstitucional a criação de cargos em comissão sem que suas atribuições estejam claramente definidas na própria lei que os institui. A jurisprudência do STF estabelece que a descrição das atribuições dos cargos em comissão deve ser feita de forma clara e objetiva no texto legal, não podendo ficar a cargo do Poder Executivo. Isso está alinhado com o princípio constitucional da legalidade, que exige que a administração pública atue apenas nos termos estabelecidos por lei. Portanto, a norma municipal que delega ao Poder Executivo a definição das atribuições dos cargos em comissão é considerada inconstitucional.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
A Lei Alfa foi aprovada a partir de Projeto de Lei municipal do chefe do Poder Executivo, alterado no curso do processo legislativo por meio de emenda parlamentar para estender gratificação, inicialmente prevista apenas para os professores, a todos os servidores que atuem na área de educação especial. Diante do exposto e do entendimento predominante do Supremo Tribunal Federal, a norma é:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 10. Poder Legislativo;"(A) constitucional, pois a emenda parlamentar teve o objetivo de garantir a efetividade do direito fundamental à educação; | (B) inconstitucional, pois o município usurpou competência da União para disciplinar matéria que trata de educação especial; | (C) constitucional, pois a emenda parlamentar teve a finalidade de resguardar o princípio da igualdade a todos os servidores públicos que atuam na área; | (D) inconstitucional, pois a emenda parlamentar implicou aumento de despesa em projeto de lei de iniciativa reservada ao Chefe do Poder Executivo; | (E) constitucional, pois é autorizada emenda parlamentar em processo legislativo que seja oriundo de projeto de lei de iniciativa reservada ao chefe do Poder Executivo.";;TJSC;2023;FCC;D;"A alternativa correta é a letra D, pois a emenda parlamentar que implicou aumento de despesa em projeto de lei de iniciativa reservada ao Chefe do Poder Executivo é considerada inconstitucional. De acordo com o entendimento predominante do Supremo Tribunal Federal, emendas parlamentares que resultem em aumento de despesa em projetos de lei de iniciativa exclusiva do Chefe do Poder Executivo violam a separação dos poderes, pois tal prática compromete a prerrogativa do Executivo de formular a proposta orçamentária e gerir os recursos públicos. Essa interpretação está alinhada com o princípio constitucional da reserva de iniciativa e com a jurisprudência do STF sobre a matéria, que visa preservar a harmonia e a independência entre os poderes.

Não foi fornecido um trecho específico que cite essa tese diretamente, mas a doutrina e a jurisprudência do STF, conforme o contexto apresentado, sustentam que emendas parlamentares em projetos de iniciativa reservada que resultem em aumento de despesa são inconstitucionais.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
