enunciado;materia;topico_enam;alternativas;alternativa_correta;prova;ano;banca;gabarito;justificativa;fontes_usadas
Sem maiores explicações, João arremessa uma pedra em direção a uma loja de eletrônicos, danificando a vitrine e sendo preso em flagrante. Seus advogados de defesa apresentam diversas circunstâncias relacionadas à sua condição mental no momento e possível embriaguez. Diante das hipóteses indicadas, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) a comprovação de estado de embriaguez completa tem o condão de excluir a imputabilidade penal; | (B) caso reste comprovada a prévia provocação do proprietário do estabelecimento, causando forte emoção em João, ele poderá ser isento de pena; | (C) se constatado que João tinha 17 anos à época do fato, ele será considerado penalmente inimputável e poderá receber medida de segurança; | (D) a comprovação de perturbação de saúde mental e de que João não era inteiramente capaz de entender o caráter ilícito do fato ou de determinar-se de acordo com esse entendimento ensejará a isenção de pena; | (E) a embriaguez, se preordenada, configura circunstância que agrava a pena.";;TJTO;2022;FCC;E;;
Sobre a disciplina jurídica da reincidência no direito penal brasileiro, analise as afirmativas a seguir. I. A reincidência não se comunica aos corréus nos casos de concurso de pessoas. II. É admissível a fixação de regime inicial semiaberto a reincidentes em crimes dolosos, a depender da pena aplicada e das circunstâncias judiciais. III. A condenação por crimes políticos e militares não gera reincidência. Está correto o que se afirma em:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;"(A) I, apenas; | (B) I e II, apenas; | (C) I e III, apenas; | (D) II e III, apenas; | (E) I, II e III.";;TJTO;2022;FCC;E;;
Miguel, funcionário de uma autoescola, insere no banco de dados do Departamento de Trânsito (Detran) a informação de que um aluno, a quem deseja beneficiar, teria realizado todas as aulas teóricas e práticas exigidas para a obtenção da permissão para dirigir veículo automotor, o que não condiz com a realidade. A partir dessas informações, é agendada a prova prática de direção, na qual o aluno é aprovado, sendo então emitida sua permissão para dirigir veículo automotor. Diante do caso narrado, Miguel deverá responder por:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) falsidade ideológica; | (B) falsificação de documento público; | (C) inserção de dados falsos em sistema de informações; | (D) inserção de dados falsos em sistema de informações e prevaricação; | (E) inserção de dados falsos em sistema de informações e falsificação de documento público.";;TJES;2023;FGV;A;;
Em uma ação penal na qual se imputa ao réu a prática de crime de ameaça contra sua ex-namorada, com incidência da Lei Maria da Penha, consta que o fato foi cometido na presença do filho da vítima, de 5 anos de idade. À luz da legislação penal, a presença da aludida criança na ocasião dos fatos deve ser considerada:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) circunstância agravante; | (B) circunstância judicial desfavorável; | (C) causa de aumento de pena; | (D) circunstância qualificadora; | (E) circunstância elementar.";;TJES;2023;FGV;D;;
Hilda, médica veterinária, proprietária de um cão de raça pitbull, efetua a retirada parcial das orelhas do animal, para fins estéticos, no procedimento conhecido como conchectomia, vetado em resoluções do Conselho Federal de Medicina Veterinária. Diante do caso narrado, é correto afirmar que Hilda:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) não cometeu crime, pois o fato é atípico; | (B) cometeu o crime de dano; | (C) cometeu o crime de maus-tratos a animal, em sua forma simples; | (D) cometeu o crime de maus-tratos a animal, em sua forma qualificada; | (E) não cometeu crime, pois agiu amparada em excludente de ilicitude.";;TJES;2023;FGV;D;;
Acerca dos crimes previstos no Estatuto do Desarmamento (Lei nº 10.826/2003), é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) o crime de omissão de cautela pode ser cometido com culpa ou dolo eventual; | (B) no crime de comércio ilegal de arma de fogo, ser a arma de fogo, acessório ou munição de uso proibido ou restrito não produz qualquer consequência na pena; | (C) incide nas penas cominadas ao crime de posse ou porte ilegal de arma de fogo de uso restrito aquele que suprime ou altera marca, numeração ou qualquer sinal de identificação de arma de fogo, ainda que esta seja de uso permitido; | (D) comete crime equiparado à posse irregular de arma de fogo de uso permitido o diretor responsável por empresa de segurança e transporte de valores que não comunica, no prazo de 24 horas, o extravio de arma de fogo, acessório ou munição pertencente à empresa; | (E) para o reconhecimento do crime de posse irregular de arma de fogo de uso permitido, a arma de fogo, acessório ou munição deverão necessariamente ser possuídos ou mantidos no interior da residência ou em dependência desta pelo agente, não abrangendo qualquer outro local.";;TJES;2023;FGV;A;;
Nélio, colocando a mão sob sua camisa e simulando estar armado, aborda Olímpia, de 15 anos de idade, e determina que ela o masturbe, sob ameaça de morte. Temendo por sua vida, por acreditar que ele realmente estivesse armado, Olímpia cumpre a ordem. Diante do caso narrado, Nélio deverá responder por:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) estupro, em sua forma simples; | (B) importunação sexual; | (C) assédio sexual; | (D) estupro, em sua forma qualificada; | (E) estupro de vulnerável.";;TJES;2023;FGV;C;;
Ilário, influenciador digital, publica um vídeo na internet, de acesso livre, em que, usando uma camiseta com a estampa de uma folha de maconha, defende a legalização da aludida droga. Diante do caso narrado, é correto afirmar que Ilário:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) não cometeu crime; | (B) cometeu o crime de incitação ao crime; | (C) cometeu o crime de apologia de crime ou criminoso; | (D) cometeu o crime de associação ao tráfico de drogas; | (E) cometeu o crime de tráfico de drogas, em uma de suas formas privilegiadas.";;TJES;2023;FGV;D;;
"No processo em que Alberto é réu por crime de estupro (Art. 213, CP), fato cometido em 17/05/2022, constam de sua folha de antecedentes criminais, devidamente esclarecida por certidões cartorárias, as seguintes anotações: 1. Condenação transitada em julgado em 07/10/2013, por crime de violação de domicílio (Art. 150, CP), fato praticado em 02/07/2013, com pena de multa cumprida em 02/02/2014; 2. Condenação transitada em julgado em 14/02/2015, por crime de assédio sexual (Art. 216-A, CP), fato ocorrido em 15/05/2013, com pena de um ano e dois meses de detenção cumprida em 10/05/2017. Na sentença condenatória, ao realizar a dosimetria da pena, o magistrado, à luz das anotações criminais do acusado, deverá fixar a pena-base:";I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) acima do mínimo legal cominado ao crime, em atenção aos antecedentes criminais; | (B) no mínimo legal cominado ao crime, e, na fase seguinte, agravar a pena, reconhecendo a reincidência; | (C) acima do mínimo legal cominado ao crime, em atenção aos antecedentes criminais e à conduta social do agente; | (D) acima do mínimo legal cominado ao crime, em atenção aos antecedentes criminais, e, na fase seguinte, agravar a pena, reconhecendo a reincidência; | (E) acima do mínimo legal cominado ao crime, em atenção aos antecedentes criminais, à personalidade e à conduta social do agente.";;TJES;2023;FGV;D;;
Dario, funcionário de uma Organização Social (OS) contratada pelo Município de Vila Velha/ES para gerir um hospital público, responsável pelo almoxarifado, termina seu turno de trabalho e, ao deixar o depósito onde ficam armazenados diversos insumos médicos, distraído com um vídeo a que assiste em seu telefone celular, deixa de trancar a porta. Durante a madrugada, Elisa, enfermeira da mesma OS, escorrega num piso molhado e acaba esbarrando na porta deixada destrancada por Dario, que se abre. Curiosa, Elisa entra no cômodo, onde avista valiosos medicamentos. Ela, então, começa a colocar algumas caixas dos medicamentos em sua bolsa, na intenção de ficar com o material, porém, ainda no interior do depósito, é flagrada por um segurança do hospital, que desconfia de sua presença ali, e, percebendo o que estava acontecendo, a detém. Diante do caso narrado, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) Dario não cometeu crime algum, ao passo que Elisa praticou o delito de furto simples tentado; | (B) Dario cometeu o delito de peculato culposo, ao passo que Elisa cometeu o delito de peculato doloso, na forma tentada; | (C) Dario cometeu o crime de peculato culposo, na modalidade tentada, ao passo que Elisa praticou o delito de furto simples tentado; | (D) Dario não cometeu crime algum, ao passo que Elisa praticou o delito de furto tentado, com a pena aumentada, por ter sido praticado durante o repouso noturno; | (E) Dario cometeu o crime de peculato impróprio, ao passo que Elisa praticou o delito de furto tentado, com a pena aumentada, por ter sido praticado durante o repouso noturno.";;TJES;2023;FGV;A;;
Kátia, ao avistar um automóvel estacionado em um local ermo, aproxima-se do veículo e, com uma pedra, quebra o vidro da porta do motorista. Ato contínuo, ela abre o veículo por dentro e nele ingressa, acionando, mediante ligação direta, sua ignição, deixando o local em sua condução e seguindo para local distante. Posteriormente, ela retira peças de elevado valor comercial do automóvel e propõe a Leopoldo, proprietário de uma loja de peças automotivas, sua aquisição, mediante um preço bem menor que o de mercado. Leopoldo, embora não soubesse da procedência das peças, desconfia que possam ser de origem criminosa, mas, considerando vantajosa a oferta, adquire as mercadorias, no intuito de revendê-las com grande lucro, admitindo a possibilidade de estar comprando produto de crime antecedente. Diante do caso narrado, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) Kátia cometeu o crime de furto simples, e Leopoldo, o delito de receptação culposa; | (B) Kátia cometeu o crime de furto qualificado, e Leopoldo, o delito de receptação culposa; | (C) Kátia cometeu o crime de furto qualificado, e Leopoldo, o delito de receptação qualificada; | (D) Kátia cometeu o crime de furto simples, e Leopoldo, o delito de receptação qualificada; | (E) Kátia cometeu os crimes de furto simples e dano, e Leopoldo, o delito de receptação culposa.";;TJES;2023;FGV;A;;
Gumercindo, num domingo de sol, em uma praia repleta de pessoas, passa a usar seu aparelho telefônico celular para fotografar, discreta e clandestinamente, algumas mulheres presentes no local, notadamente aquelas que vestiam os menores biquínis, procurando, sobretudo, captar imagens de suas nádegas. Diante do caso narrado, é correto afirmar que Gumercindo:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) não praticou crime; | (B) cometeu o crime de assédio sexual; | (C) cometeu o crime de importunação sexual; | (D) cometeu o crime de perseguição; | (E) cometeu o crime de registro não autorizado da intimidade sexual.";;TJES;2023;FGV;D;;
Jerônimo, motoboy autônomo, conduz sua motocicleta sem as placas de identificação, para fazer a entrega de pizza a um cliente, quando é flagrado em uma blitz policial. Resta apurado que o veículo pertencia à Pizzaria Massa Italiana, cujo proprietário retirara as placas, com o objetivo de não ser multado em decorrência de eventuais infrações de trânsito cometidas pelos entregadores do restaurante. Diante do caso narrado, é correto afirmar que Jerônimo:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) não cometeu crime; | (B) cometeu o crime de estelionato qualificado; | (C) cometeu o crime de adulteração de sinal identificador de veículo, em sua forma qualificada; | (D) cometeu o crime de adulteração de sinal identificador de veículo, em sua forma equiparada; | (E) cometeu o crime de adulteração de sinal identificador de veículo, em sua forma fundamental.";;TJES;2023;FGV;A;;
Filomena, camelô irregular, é flagrada por dois agentes da fiscalização municipal, ocasião em que estes anunciam que irão lavrar um auto de infração e apreender sua mercadoria, levando-a ao depósito público, de onde poderá vir a ser retirada posteriormente, mediante os pagamentos devidos, tudo conforme o previsto na legislação. Inconformada com o fato, Filomena passa a agredir fisicamente os fiscais, no intuito de impedir que levem sua mercadoria, porém eles reagem, usando força corporal nos limites necessários para conter Filomena. Como resultado, Filomena e os fiscais ficam levemente feridos, sendo a mercadoria devidamente apreendida. Diante do caso narrado, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) Filomena praticou o delito de resistência, ao passo que os fiscais cometeram o delito de lesão corporal leve; | (B) Filomena praticou o delito de resistência, na modalidade tentada, ao passo que os fiscais não cometeram crime algum, pois agiram amparados em excludente de ilicitude; | (C) Filomena praticou o delito de resistência qualificada, ao passo que os fiscais não cometeram crime algum, pois agiram amparados em excludente de ilicitude; | (D) Filomena praticou os delitos de resistência e lesões corporais leves, ao passo que os fiscais não cometeram crime algum, pois agiram amparados em excludente de ilicitude; | (E) Filomena praticou os delitos de resistência, na modalidade tentada, e lesões corporais leves, ao passo que os fiscais cometeram os crimes de lesão corporal leve e abuso de autoridade.";;TJES;2023;FGV;B;;
Ao proferir uma sentença condenatória em uma ação penal, o juiz vislumbra que o réu confessou em juízo a autoria do delito e que constam em sua folha de antecedentes criminais duas anotações, assinalando condenações anteriores definitivas à prática do crime objeto do processo, cujas penas foram cumpridas um e quatro anos antes, respectivamente, do cometimento do crime em julgamento. Diante da situação narrada, deverá o magistrado:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) atenuar a pena-base, na segunda fase da dosimetria da pena, fazendo prevalecer a atenuante da confissão espontânea sobre a agravante da reincidência; | (B) manter a pena-base, na segunda fase da dosimetria da pena, compensando integralmente a agravante da reincidência com a atenuante da confissão espontânea; | (C) agravar a pena-base, na segunda fase da dosimetria da pena, fazendo prevalecer a agravante da reincidência sobre a atenuante da confissão espontânea; | (D) agravar a pena-base, na segunda fase da dosimetria da pena, fazendo prevalecer a agravante da reincidência e compensando a atenuante da confissão espontânea com uma das anotações criminais geradora de reincidência; | (E) fixar a pena-base acima do mínimo legal cominado ao crime, reconhecendo os maus antecedentes, e, na fase seguinte da dosimetria, manter a pena, compensando integralmente a agravante da reincidência com a atenuante da confissão espontânea.";;TJES;2023;FGV;D;;
Quanto à teoria geral dos recursos e aos recursos em espécie no processo penal, de acordo com a doutrina e a jurisprudência dominantes, é correto afirmar que se admite:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) a fungibilidade recursal entre a apelação e o recurso especial, não se configurando erro grosseiro, independentemente da má-fé do recorrente; | (B) a carta testemunhável para dar efeito suspensivo a recurso em sentido estrito desprovido originariamente deste efeito; | (C) a chamada reformatio in pejus se apenas o condenado tiver recorrido de todo o conteúdo impugnável da sentença; | (D) a desistência do recurso por parte do Ministério Público nos crimes de ação penal pública condicionada à representação do ofendido; | (E) no caso de concurso de agentes, que a decisão do recurso interposto por um dos réus aproveite aos demais, se fundado em motivos que não sejam de caráter exclusivamente pessoal.";;TJES;2023;FGV;D;;
Paolo ajuizou ação penal de iniciativa privada em face de Franco. Após regular instrução criminal, em suas alegações finais, Paolo deixou de formular o pedido de condenação em face de Franco, fazendo apenas um breve relato dos fatos. Na hipótese, é correto afirmar que ocorreu:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) a decadência do direito de queixa, com a consequente extinção da punibilidade de Franco; | (B) o perdão tácito, com a consequente extinção da punibilidade de Franco; | (C) a renúncia tácita, não se verificando a extinção da punibilidade de Franco; | (D) a renúncia expressa, não se verificando a extinção da punibilidade de Franco; | (E) a perempção, com a consequente extinção da punibilidade de Franco.";;TJES;2023;FGV;A;;
Relativamente às regras e aos princípios que regem a atividade probatória do juiz no processo penal, é correto afirmar que o juiz:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) poderá, quando julgar necessário, ouvir outras testemunhas, além das indicadas pelas partes, bem como as pessoas a que as testemunhas se referirem; | (B) não poderá determinar o segredo de justiça em relação aos dados e depoimento do ofendido para evitar sua exposição nos meios de comunicação; | (C) não poderá de ofício proceder a novo interrogatório do acusado durante a instrução criminal; | (D) não poderá determinar a acareação entre testemunha e a pessoa ofendida, quando estas divergirem em suas declarações sobre fatos relevantes; | (E) poderá determinar de ofício, após a prolação da sentença, diligência não requerida pelas partes para dirimir dúvida sobre ponto relevante.";;TJES;2023;FGV;C;;
Francisco foi condenado a uma pena de quinze anos de reclusão por crime de homicídio, com sentença transitada em julgado, já tendo cumprido integralmente a pena, declarada extinta. Contudo, seis anos após a declaração de extinção da pena, Francisco ajuizou ação de revisão criminal visando à desconstituição da condenação e requereu uma justa indenização pelos prejuízos sofridos. Alega ter novas provas de sua inocência e que a injustiça da condenação decorreu de ele ter ocultado provas em seu poder quando do julgamento. Diante desse cenário, é correto afirmar que a condenação de Francisco:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) poderá ser revista e ele terá direito à indenização; | (B) não poderá ser revista, pois a pena já foi declarada extinta; | (C) poderá ser revista, mas não terá ele direito à indenização; | (D) não poderá ser revista, pois foi ele quem deu causa à injustiça da condenação; | (E) não poderá ser revista, pois ocorreu a decadência do direito de ação.";;TJES;2023;FGV;E;;
Luís foi denunciado pelo Ministério Público em razão da prática do delito de roubo agravado pelo uso de arma. Contudo, a denúncia não expôs a conduta criminosa de Luís com todas as suas circunstâncias, tampouco especificou a arma utilizada para o cometimento do delito. Diante desse cenário, é correto afirmar que a denúncia deve ser:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) recebida pelo | (B) rejeitada parcialmente, podendo o | (C) recebida pelo | (D) rejeitada liminarmente pelo | (E) rejeitada parcialmente, podendo o;;TJES;2023;FGV;C;;
Relativamente aos institutos consensuais da transação penal, da suspensão condicional do processo e do acordo de não persecução penal, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) poderá o Ministério Público oferecer transação penal para as infrações penais praticadas sem violência ou grave ameaça, cuja pena mínima seja igual a quatro anos; | (B) poderá o | (C) poderá o | (D) poderá o Ministério Público utilizar como justificativa para o não oferecimento de suspensão condicional do processo o descumprimento do acordo de não persecução penal; | (E) poderá o Ministério Público oferecer acordo de não persecução penal, em favor do agressor, nos crimes praticados com violência contra a mulher por razões da condição do sexo feminino.";;TJES;2023;FGV;D;;
Relativamente aos institutos do perdimento de bens alargado e do perdimento de bens pelo equivalente, como efeitos da sentença penal condenatória, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) deverão ser declarados perdidos em favor dos Municípios, no perdimento de bens pelo equivalente, os instrumentos utilizados para a prática de crimes por organizações criminosas; | (B) poderá o | (C) poderá ser decretado o perdimento de bens alargado na hipótese de condenação por infrações às quais a lei comine pena máxima superior a dois anos de reclusão; | (D) poderá o condenado, no perdimento de bens alargado, demonstrar a inexistência da incompatibilidade ou a procedência lícita de seu patrimônio; | (E) deverão os bens objeto do perdimento pelo equivalente ao produto ou proveito do crime encontrar-se em território nacional e estarem devidamente identificados.";;TJES;2023;FGV;B;;
Quanto à atuação do órgão jurisdicional no curso das investigações realizadas no inquérito policial, é correto afirmar que o juiz:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) poderá requisitar a instauração de inquérito policial em crimes de ação de iniciativa privativa do ofendido; | (B) poderá oferecer de ofício proposta de suspensão condicional do processo ao indiciado, sem manifestação do Ministério Público; | (C) poderá decretar a prisão temporária do indiciado mediante representação da autoridade policial, ouvido o Ministério Público; | (D) poderá oferecer de ofício acordo de não persecução penal ao indiciado, sem manifestação do Ministério Público; | (E) poderá decretar de ofício a incomunicabilidade do indiciado por cinco dias, se assim o requerer o Ministério Público.";;TJES;2023;FGV;A;;
No tocante à competência no direito processual penal, de acordo com a doutrina e a jurisprudência dominantes, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) será competente o juízo estadual do local onde foi realizada a última remessa de dinheiro ilícita ao exterior no crime de evasão de divisas; | (B) haverá unidade de processo e julgamento quando houver conexão entre crimes de competência da jurisdição comum e da Justiça militar; | (C) será competente o juízo federal para o crime de lavagem de dinheiro quando o crime antecedente for da competência da Justiça federal; | (D) haverá unidade de processo e julgamento quando houver conexão entre crimes de competência da jurisdição comum e do juízo de menores; | (E) será competente o juízo federal para julgar promotor de Justiça acusado da prática de crimes comuns que ofendam o interesse da União.";;TJES;2023;FGV;B;;
A Constituição do Estado Gama, ao disciplinar a intervenção estadual nos Municípios, restringiu a possibilidade de intervenção diante do não pagamento de dívida fundada. Com base no exposto e de acordo com o entendimento predominante no Supremo Tribunal Federal, a Constituição do Estado Gama é:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;"(A) inconstitucional, pois as constituições estaduais não podem acrescentar, mas tão somente restringir as hipóteses de intervenção estadual previstas na CRFB/1988; | (B) constitucional, pois as constituições estaduais podem acrescentar ou restringir as hipóteses de intervenção estadual previstas na CRFB/1988; | (C) inconstitucional, pois as constituições estaduais não podem acrescentar ou restringir as hipóteses de intervenção estadual previstas na CRFB/1988; | (D) inconstitucional, pois as constituições estaduais podem acrescentar, mas não restringir as hipóteses de intervenção estadual previstas na CRFB/1988; | (E) inconstitucional, pois a intervenção estadual nos Municípios não é prevista expressamente pela CRFB/1988.";;TJES;2023;FGV;D;;
A Constituição do Estado Gama estabeleceu que o juízo de admissibilidade da acusação e do julgamento dos crimes de responsabilidade do governador ocorreriam perante o Poder Legislativo local. Diante do exposto e considerando a jurisprudência predominante do Supremo Tribunal Federal, é correto afirmar que a Constituição do Estado Gama é:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 10. Poder Legislativo;"(A) constitucional, pois a definição dos crimes de responsabilidade e o estabelecimento das respectivas normas de processo e julgamento são da competência legislativa de cada ente federativo; | (B) inconstitucional, pois a matéria versada na norma é de repetição obrigatória e não está em consonância com as premissas estabelecidas na Constituição da República de 1988; | (C) constitucional, pois a matéria versada na norma não é de repetição obrigatória, mas está em consonância com as premissas estabelecidas na Constituição da República de 1988; | (D) inconstitucional, pois a definição dos crimes de responsabilidade e o estabelecimento das respectivas normas de processo e julgamento são da competência legislativa privativa da União; | (E) constitucional, pois a matéria versada na norma é de repetição obrigatória e está em consonância com as premissas estabelecidas na Constituição da República de 1988.";;TJES;2023;FGV;A;;
Caio, cantor profissional, em maio de 2022, apresentou-se em evento organizado pelo partido X, a fim de arrecadar fundos para a campanha do candidato Y. Considerando o disposto nos Arts. 23, §4º, inciso V e 39, §7º, da Lei nº 9.504/1997 e a jurisprudência atualizada do Supremo Tribunal Federal, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;"(A) a proibição de showmícios é inconstitucional, pois viola a liberdade de expressão; | (B) a apresentação artística em eventos de arrecadação para campanha eleitoral não está inserida na proibição à realização de showmícios; | (C) a atuação artística em eventos relacionados às eleições, que vise à promoção de candidatura, é lícita, sendo possível que o artista doe seus serviços para qualquer partido; | (D) a realização de showmícios somente é permitida, no período de propaganda eleitoral, se o artista doar seu serviço, não sendo remunerado; | (E) a apresentação artística em eventos de arrecadação para campanha eleitoral está inserida na proibição de realização de showmícios.";;TJES;2023;FGV;C;;
Tício, candidato a deputado estadual no pleito de 2022, apresentou registro de candidatura dentro do prazo legal. Ao final do prazo previsto no Art. 16, §1º, da Lei nº 9.504/1997, seu pedido de registro de candidatura não havia sido definido em instância ordinária, não havendo publicação de decisões a ele relativas. Na forma da lei, permitiu-se a Tício a prática dos atos relativos à campanha eleitoral, tendo sido incluído seu nome na urna eletrônica. Considerando a jurisprudência do Supremo Tribunal Federal atualizada, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;"(A) nas eleições proporcionais não devem ser computados como válidos para os partidos políticos os votos dados a candidatos sub judice cujos registros de candidatura estejam sem análise na data da eleição; | (B) o cômputo, para o respectivo partido ou coligação, dos votos atribuídos a candidato sub judice fica condicionado, em qualquer hipótese, ao deferimento do seu registro; | (C) devem ser computados como válidos os votos dados, apenas, aos candidatos sub judice cujos registros de candidatura estejam deferidos pela Justiça Eleitoral na data da eleição e que, após a votação, sejam indeferidos por decisão judicial; | (D) os votos obtidos por candidato cuja candidatura no dia da eleição se encontrava sub judice, na hipótese de indeferimento do registro superveniente, serão computados e considerados na definição de quociente partidário; | (E) excluem-se da contagem para as legendas os votos atribuídos ao candidato cujo registro tenha sido indeferido no dia da votação.";;TJES;2023;FGV;D;;
Caio teve seu título de eleitor cancelado em decorrência de não ter se apresentado ao procedimento de revisão eleitoral para o qual foi convocado. Considerando os termos do Art. 14, caput e seu parágrafo 1º da Constituição da República de 1988 e a jurisprudência do Supremo Tribunal Federal, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;"(A) o cancelamento de título em razão do não comparecimento do eleitor ao procedimento de revisão eleitoral viola a democracia e não tem previsão legal; | (B) a revisão eleitoral, que se destina à atualização do alistamento eleitoral, não pode ensejar o cancelamento do título de eleitor, sob pena de violação ao princípio democrático e ao direito do voto; | (C) é válido o cancelamento do título de eleitor que, convocado por edital, não comparece ao processo de revisão eleitoral; | (D) eleitor que não comparece ao processo de revisão eleitoral pode ter seu título cancelado, caso não tenha atendido à convocação efetuada por intimação pessoal; | (E) a revisão eleitoral serve, apenas, para a atualização do alistamento eleitoral, motivo pelo qual o cancelamento do título de eleitor, pelo seu não comparecimento, não poderá ensejar indeferimento de eventual registro de candidatura.";;TJES;2023;FGV;B;;
Sobre o crime de invasão de dispositivo informático (Art. 154-A, inserido no Código Penal por meio da Lei nº 12.737/2012), a doutrina aponta a existência de alguns problemas que envolvem a incriminação, pois há exigências legais que deixam de fora certas condutas lesivas. Quanto à conduta criminosa, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) a divulgação de fotos tiradas com o próprio celular, mesmo dispensando a invasão de dispositivo alheio, atinge a intimidade da vítima e permite a configuração do tipo; | (B) estão dentro do conceito as contas em serviços exclusivamente on-line, softwares e aparelhos eletrônicos que não tenham por função específica a utilização em ambiente informático; | (C) o acesso a dispositivo informático desprovido de dispositivo de segurança, sem consentimento do seu possuidor ou com consentimento viciado, permite a configuração do crime; | (D) o acesso indevido ao sistema de “nuvem” (cloud computing), para obtenção de dados alheios, configura o crime, mesmo que o agente não saiba qual dispositivo está invadindo; | (E) não há crime se o invasor se valer da engenharia social como artifício fraudulento para burlar o mecanismo de segurança, com o intuito de poder ter acesso aos dados e informações do dispositivo informático invadido.";;TJPR;2021;FGV;B;;
Em relação ao delito de invasão de domicílio, é correto afirmar que:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;"(A) agente público, no exercício do seu cargo, que invade ou adentra, clandestinamente, imóvel alheio, sem determinação judicial, pratica o crime em tela na sua forma majorada; | (B) relações familiares são suficientes para afastar a violação de domicílio, por constituírem escusas absolutórias previstas em lei, na forma do Art. 181, inciso II, do Código Penal; | (C) o vigilante que consente com a entrada de estranhos em local reservado à diretoria da empresa não pode ser penalmente responsabilizado; | (D) não há crime quando o proprietário ingressa em seu próprio imóvel sem autorização do inquilino, mesmo que não haja previsão contratual; | (E) a administração tributária tem a necessidade de ordem judicial para adentrar ou permanecer em domicílio contra a vontade de quem exerce em local privado não aberto ao público sua atividade profissional.";;TJPR;2021;FGV;A;;
